,07-12-21-11-02-04_fitted_on_100_EPOCHS,real,07-12-21-13-05-13_fitted_on_100_EPOCHS,07-12-21-15-32-10_fitted_on_100_EPOCHS,07-12-21-18-20-59_fitted_on_100_EPOCHS,07-12-21-20-59-27_fitted_on_100_EPOCHS,07-12-21-11-02-04_fitted_on_100_EPOCHS_weight,07-12-21-13-05-13_fitted_on_100_EPOCHS_weight,07-12-21-15-32-10_fitted_on_100_EPOCHS_weight,07-12-21-18-20-59_fitted_on_100_EPOCHS_weight,07-12-21-20-59-27_fitted_on_100_EPOCHS_weight
114785,2,2,2,2,2,2,,,,,
114786,2,2,2,2,2,2,,,,,
114787,2,2,1,2,2,2,,,,,
114788,0,0,1,2,2,1,,,,,
114789,2,2,2,2,0,1,,,,,
114790,2,0,2,2,2,1,,,,,
114791,2,0,1,2,0,1,,,,,
114792,2,0,1,2,0,1,,,,,
114793,2,0,1,2,0,1,,,,,
114794,2,0,1,2,0,1,,,,,
114795,0,0,2,2,0,1,,,,,
114796,2,0,2,2,0,1,,,,,
114797,0,1,2,2,0,1,,,,,
114798,2,2,1,2,0,1,,,,,
114799,2,2,1,0,0,1,,,,,
114800,1,1,1,1,0,1,,,,,
114801,1,1,1,1,0,1,,,,,
114802,1,1,1,1,0,1,,,,,
114803,1,1,1,1,0,1,,,,,
114804,1,0,1,1,0,1,,,,,
114805,0,0,0,0,0,0,,,,,
114806,0,0,0,0,0,0,,,,,
114807,0,0,0,0,0,0,,,,,
114808,0,0,0,0,0,0,,,,,
114809,0,0,0,0,0,0,,,,,
114810,0,0,0,0,0,0,,,,,
114811,0,0,0,0,0,0,,,,,
114812,0,0,0,0,0,0,,,,,
114813,0,0,0,0,0,0,,,,,
114814,2,0,0,0,0,0,,,,,
114815,2,2,2,0,0,1,,,,,
114816,2,1,2,0,0,1,,,,,
114817,2,1,2,0,0,2,,,,,
114818,2,1,0,0,0,2,,,,,
114819,2,1,0,0,0,2,,,,,
114820,0,1,0,0,0,2,,,,,
114821,0,1,1,0,0,2,,,,,
114822,0,1,1,2,1,2,,,,,
114823,0,1,1,2,1,2,,,,,
114824,0,1,1,0,1,1,,,,,
114825,0,1,1,0,1,1,,,,,
114826,0,1,1,0,1,1,,,,,
114827,1,1,1,0,1,1,,,,,
114828,1,1,1,0,1,1,,,,,
114829,2,1,1,0,1,1,,,,,
114830,2,1,1,0,1,1,,,,,
114831,2,1,2,1,1,1,,,,,
114832,2,1,2,0,1,1,,,,,
114833,2,1,2,1,1,1,,,,,
114834,2,1,1,0,1,1,,,,,
114835,2,1,1,0,1,1,,,,,
114836,2,1,1,0,1,1,,,,,
114837,2,1,1,1,1,1,,,,,
114838,2,1,1,0,1,1,,,,,
114839,2,1,1,1,1,1,,,,,
114840,0,1,1,1,1,1,,,,,
114841,1,1,1,1,1,1,,,,,
114842,1,1,1,1,1,1,,,,,
114843,1,1,1,1,1,1,,,,,
114844,1,1,1,1,1,1,,,,,
114845,1,1,1,1,1,1,,,,,
114846,1,1,1,0,1,1,,,,,
114847,1,1,1,1,1,1,,,,,
114848,1,1,1,1,1,1,,,,,
114849,1,1,1,1,1,1,,,,,
114850,1,1,1,1,1,1,,,,,
114851,1,0,1,1,1,1,,,,,
114852,0,0,0,0,0,0,,,,,
114853,0,0,0,0,0,0,,,,,
114854,2,0,0,0,0,0,,,,,
114855,0,0,0,0,0,0,,,,,
114856,0,0,0,0,0,0,,,,,
114857,0,0,0,0,0,0,,,,,
114858,0,0,0,0,0,0,,,,,
114859,0,0,0,0,0,0,,,,,
114860,0,0,0,0,0,0,,,,,
114861,0,0,0,0,0,0,,,,,
114862,0,0,0,0,0,0,,,,,
114863,0,0,1,2,0,0,,,,,
114864,0,0,1,2,2,0,,,,,
114865,0,0,1,2,1,0,,,,,
114866,0,0,1,2,1,0,,,,,
114867,0,2,0,0,0,0,,,,,
114868,0,2,0,0,0,0,,,,,
114869,0,0,0,0,0,0,,,,,
114870,0,0,0,0,0,0,,,,,
114871,0,0,0,0,2,0,,,,,
114872,0,0,0,0,2,0,,,,,
114873,0,0,0,0,0,0,,,,,
114874,0,0,0,0,0,0,,,,,
114875,0,0,0,0,2,0,,,,,
114876,2,0,0,0,2,0,,,,,
114877,1,1,1,0,2,0,,,,,
114878,1,1,1,0,2,0,,,,,
114879,2,1,1,0,2,0,,,,,
114880,2,1,1,0,2,0,,,,,
114881,1,1,1,0,2,0,,,,,
114882,1,1,1,0,2,1,,,,,
114883,1,1,1,0,2,0,,,,,
114884,1,1,1,0,2,0,,,,,
114885,1,1,1,0,2,0,,,,,
114886,1,1,1,0,2,1,,,,,
114887,1,1,1,0,2,0,,,,,
114888,2,1,1,0,0,0,,,,,
114889,1,1,1,0,1,0,,,,,
114890,1,1,1,0,2,0,,,,,
114891,1,1,1,0,2,0,,,,,
114892,2,1,1,0,2,1,,,,,
114893,2,1,1,0,2,1,,,,,
114894,2,1,0,0,2,0,,,,,
114895,2,1,0,0,2,0,,,,,
114896,2,1,0,0,2,0,,,,,
114897,2,2,0,0,2,0,,,,,
114898,2,2,0,0,2,2,,,,,
114899,2,2,0,0,2,2,,,,,
114900,2,2,2,0,2,2,,,,,
114901,2,2,2,0,2,2,,,,,
114902,2,2,2,0,2,2,,,,,
114903,2,2,2,0,2,2,,,,,
114904,2,2,2,2,2,2,,,,,
114905,2,2,2,2,2,2,,,,,
114906,2,2,2,2,2,2,,,,,
114907,2,2,2,2,2,1,,,,,
114908,1,1,1,1,1,1,,,,,
114909,1,1,1,1,2,1,,,,,
114910,1,1,1,1,2,1,,,,,
114911,1,1,1,1,1,1,,,,,
114912,1,1,1,1,1,1,,,,,
114913,1,1,1,1,1,1,,,,,
114914,0,1,1,1,1,1,,,,,
114915,0,1,1,1,1,1,,,,,
114916,0,1,1,1,1,1,,,,,
114917,0,1,1,1,1,1,,,,,
114918,0,1,1,1,1,1,,,,,
114919,0,1,1,1,1,1,,,,,
114920,0,1,1,1,1,1,,,,,
114921,0,2,1,1,1,1,,,,,
114922,0,1,1,1,1,1,,,,,
114923,0,1,1,1,1,1,,,,,
114924,1,1,1,1,1,1,,,,,
114925,1,1,1,1,1,1,,,,,
114926,0,1,1,1,1,1,,,,,
114927,1,1,1,1,1,1,,,,,
114928,1,1,1,1,1,1,,,,,
114929,1,1,1,1,1,1,,,,,
114930,1,1,1,1,1,1,,,,,
114931,1,1,1,1,1,1,,,,,
114932,1,1,1,1,1,1,,,,,
114933,1,1,1,1,1,1,,,,,
114934,1,1,1,1,1,1,,,,,
114935,1,1,1,1,1,1,,,,,
114936,1,1,1,1,1,1,,,,,
114937,1,1,1,1,1,1,,,,,
114938,1,1,1,1,1,1,,,,,
114939,1,1,1,1,1,1,,,,,
114940,1,1,1,1,1,1,,,,,
114941,1,1,1,1,1,1,,,,,
114942,1,1,1,1,1,1,,,,,
114943,1,1,1,1,1,1,,,,,
114944,1,1,1,1,1,1,,,,,
114945,1,1,0,1,1,1,,,,,
114946,0,1,0,1,1,1,,,,,
114947,0,2,0,1,1,1,,,,,
114948,2,2,2,2,0,2,,,,,
114949,2,2,2,2,1,2,,,,,
114950,2,2,2,2,0,2,,,,,
114951,2,2,2,2,0,2,,,,,
114952,2,1,2,2,0,2,,,,,
114953,0,0,2,2,0,2,,,,,
114954,0,0,0,2,0,2,,,,,
114955,0,0,0,2,0,2,,,,,
114956,0,0,0,0,0,0,,,,,
114957,0,0,0,0,0,0,,,,,
114958,0,0,0,0,0,0,,,,,
114959,0,0,0,0,0,0,,,,,
114960,0,0,0,0,0,0,,,,,
114961,0,0,0,0,0,0,,,,,
114962,0,0,2,0,0,0,,,,,
114963,0,1,0,0,0,0,,,,,
114964,0,0,0,0,0,0,,,,,
114965,2,0,0,0,0,0,,,,,
114966,0,0,0,0,0,0,,,,,
114967,2,0,0,0,0,0,,,,,
114968,2,0,0,0,0,0,,,,,
114969,2,0,0,0,0,0,,,,,
114970,2,0,0,0,0,0,,,,,
114971,2,0,2,0,0,2,,,,,
114972,2,2,2,2,2,2,,,,,
114973,2,2,2,2,2,2,,,,,
114974,2,2,2,2,2,2,,,,,
114975,2,2,2,2,2,2,,,,,
114976,2,2,2,2,2,2,,,,,
114977,2,2,2,2,2,2,,,,,
114978,2,2,2,2,1,2,,,,,
114979,2,1,0,1,2,2,,,,,
114980,2,1,0,1,2,0,,,,,
114981,2,1,2,2,2,0,,,,,
114982,2,1,2,2,2,0,,,,,
114983,2,1,2,2,2,0,,,,,
114984,2,1,2,2,2,0,,,,,
114985,1,1,1,2,2,0,,,,,
114986,1,1,1,1,2,0,,,,,
114987,1,1,1,1,2,0,,,,,
114988,1,1,1,1,2,0,,,,,
114989,1,1,1,1,2,0,,,,,
114990,1,1,1,1,2,2,,,,,
114991,1,1,1,1,2,2,,,,,
114992,1,1,1,1,2,2,,,,,
114993,1,1,1,1,2,2,,,,,
114994,1,1,1,1,2,2,,,,,
114995,1,1,1,1,2,2,,,,,
114996,1,1,1,1,2,2,,,,,
114997,1,1,1,1,2,2,,,,,
114998,1,1,1,1,2,2,,,,,
114999,1,1,1,1,2,2,,,,,
115000,1,1,1,1,2,2,,,,,
115001,1,1,1,1,2,2,,,,,
115002,1,1,1,1,2,2,,,,,
115003,1,1,1,1,2,2,,,,,
115004,1,1,1,1,2,1,,,,,
115005,1,1,1,2,2,1,,,,,
115006,1,1,1,1,2,1,,,,,
115007,1,1,1,1,2,1,,,,,
115008,1,1,1,2,2,1,,,,,
115009,1,1,1,2,2,1,,,,,
115010,1,1,1,1,2,1,,,,,
115011,1,1,1,2,2,1,,,,,
115012,1,1,1,1,2,2,,,,,
115013,1,1,1,1,2,2,,,,,
115014,1,1,1,1,2,2,,,,,
115015,1,1,1,1,2,1,,,,,
115016,1,1,1,1,2,2,,,,,
115017,1,1,1,1,2,2,,,,,
115018,1,1,1,1,2,2,,,,,
115019,1,1,1,1,2,2,,,,,
115020,1,1,1,1,2,0,,,,,
115021,1,1,1,0,2,0,,,,,
115022,1,1,1,0,2,0,,,,,
115023,1,1,1,0,2,2,,,,,
115024,1,1,1,0,2,2,,,,,
115025,1,1,1,0,2,2,,,,,
115026,1,1,1,0,2,0,,,,,
115027,1,1,1,0,2,0,,,,,
115028,1,1,1,0,2,0,,,,,
115029,1,1,1,0,2,2,,,,,
115030,1,1,1,0,2,2,,,,,
115031,1,1,1,0,2,2,,,,,
115032,1,1,1,0,2,0,,,,,
115033,1,1,1,0,2,2,,,,,
115034,1,1,1,0,2,2,,,,,
115035,1,1,1,0,2,2,,,,,
115036,1,1,1,0,2,2,,,,,
115037,1,1,1,1,2,2,,,,,
115038,1,1,1,2,2,2,,,,,
115039,1,1,1,2,2,2,,,,,
115040,2,1,1,2,2,2,,,,,
115041,2,1,1,2,2,2,,,,,
115042,2,1,1,1,2,2,,,,,
115043,2,1,1,2,2,2,,,,,
115044,2,1,1,1,2,2,,,,,
115045,2,1,1,1,2,2,,,,,
115046,1,1,1,1,2,2,,,,,
115047,2,1,1,1,2,1,,,,,
115048,2,1,1,1,2,1,,,,,
115049,1,1,1,1,2,1,,,,,
115050,1,1,1,1,2,1,,,,,
115051,1,1,1,1,2,1,,,,,
115052,1,1,1,1,2,1,,,,,
115053,1,1,1,1,2,1,,,,,
115054,1,1,1,1,2,1,,,,,
115055,1,1,1,1,2,1,,,,,
115056,1,1,1,1,2,1,,,,,
115057,1,1,1,1,1,1,,,,,
115058,1,1,1,1,2,1,,,,,
115059,2,1,1,1,1,1,,,,,
115060,2,1,2,1,1,1,,,,,
115061,1,1,2,1,2,1,,,,,
115062,1,1,2,1,1,1,,,,,
115063,2,1,2,1,1,2,,,,,
115064,1,1,2,1,1,2,,,,,
115065,2,1,2,1,1,2,,,,,
115066,1,1,2,1,1,2,,,,,
115067,1,1,2,0,0,2,,,,,
115068,0,1,2,0,2,2,,,,,
115069,0,1,2,2,0,0,,,,,
115070,0,1,2,1,0,0,,,,,
115071,0,0,2,0,0,0,,,,,
115072,2,0,0,0,0,0,,,,,
115073,0,0,0,0,0,0,,,,,
115074,0,0,0,0,0,0,,,,,
115075,0,0,0,0,0,0,,,,,
115076,0,0,0,0,0,0,,,,,
115077,0,0,0,0,0,0,,,,,
115078,0,0,0,0,0,0,,,,,
115079,0,0,0,0,0,0,,,,,
115080,0,0,0,0,0,0,,,,,
115081,0,0,0,0,0,0,,,,,
115082,0,0,2,0,2,0,,,,,
115083,0,0,2,0,2,0,,,,,
115084,0,0,2,2,0,0,,,,,
115085,0,2,0,2,0,0,,,,,
115086,0,2,0,0,0,0,,,,,
115087,0,0,0,0,0,0,,,,,
115088,0,0,0,0,0,0,,,,,
115089,0,0,0,0,0,0,,,,,
115090,0,0,0,0,0,0,,,,,
115091,0,0,0,0,0,1,,,,,
115092,0,0,1,0,0,1,,,,,
115093,2,0,0,0,0,0,,,,,
115094,2,0,0,0,0,0,,,,,
115095,2,0,2,0,0,0,,,,,
115096,0,0,1,0,0,2,,,,,
115097,0,0,1,0,0,2,,,,,
115098,0,0,0,0,2,2,,,,,
115099,0,0,0,0,2,2,,,,,
115100,0,0,0,0,0,0,,,,,
115101,0,0,2,0,2,2,,,,,
115102,0,0,0,0,2,2,,,,,
115103,0,0,0,0,2,2,,,,,
115104,0,0,0,0,2,2,,,,,
115105,0,0,2,0,2,0,,,,,
115106,0,0,2,0,0,0,,,,,
115107,0,0,2,0,0,0,,,,,
115108,0,0,2,0,0,0,,,,,
115109,0,0,2,0,0,2,,,,,
115110,0,0,2,0,0,0,,,,,
115111,0,0,2,0,0,0,,,,,
115112,0,0,2,0,0,0,,,,,
115113,0,0,2,0,0,0,,,,,
115114,0,0,0,0,0,0,,,,,
115115,0,0,0,0,0,0,,,,,
115116,0,0,0,0,0,0,,,,,
115117,0,0,0,0,0,0,,,,,
115118,0,0,0,0,0,0,,,,,
115119,0,0,0,0,0,2,,,,,
115120,0,0,0,0,0,2,,,,,
115121,0,0,2,0,0,2,,,,,
115122,0,0,2,0,2,2,,,,,
115123,0,0,2,0,2,2,,,,,
115124,0,1,2,0,1,0,,,,,
115125,0,2,2,0,1,0,,,,,
115126,0,2,2,2,1,0,,,,,
115127,0,2,2,2,1,0,,,,,
115128,0,2,2,2,2,2,,,,,
115129,2,2,2,2,2,2,,,,,
115130,0,2,0,0,0,0,,,,,
115131,0,0,0,0,0,0,,,,,
115132,0,0,0,0,0,0,,,,,
115133,0,0,0,0,0,0,,,,,
115134,0,0,0,0,0,0,,,,,
115135,0,0,0,0,0,0,,,,,
115136,0,0,0,0,0,1,,,,,
115137,0,0,0,0,0,2,,,,,
115138,0,0,2,0,0,2,,,,,
115139,2,2,2,0,2,2,,,,,
115140,2,2,2,2,2,2,,,,,
115141,2,2,2,2,2,2,,,,,
115142,2,2,2,2,2,2,,,,,
115143,2,2,2,2,2,2,,,,,
115144,2,2,2,2,2,2,,,,,
115145,2,2,2,2,2,2,,,,,
115146,2,2,2,2,2,2,,,,,
115147,0,2,2,2,2,2,,,,,
115148,2,2,2,2,2,2,,,,,
115149,0,2,2,2,2,2,,,,,
115150,2,2,2,2,2,2,,,,,
115151,0,2,2,2,2,2,,,,,
115152,0,2,1,2,2,2,,,,,
115153,0,2,1,2,2,2,,,,,
115154,0,0,1,0,0,0,,,,,
115155,0,0,1,2,0,0,,,,,
115156,0,0,1,2,0,0,,,,,
115157,2,2,0,2,0,2,,,,,
115158,2,2,0,0,0,1,,,,,
115159,2,2,0,0,0,1,,,,,
115160,2,2,1,0,0,0,,,,,
115161,2,2,1,0,0,0,,,,,
115162,2,2,1,0,0,0,,,,,
115163,2,2,1,0,0,0,,,,,
115164,2,2,1,0,0,0,,,,,
115165,2,2,1,0,0,0,,,,,
115166,0,0,0,0,0,0,,,,,
115167,0,0,0,0,0,0,,,,,
115168,0,0,0,0,0,0,,,,,
115169,0,1,0,0,0,0,,,,,
115170,2,2,0,0,0,0,,,,,
115171,2,2,0,0,0,0,,,,,
115172,2,2,0,0,0,2,,,,,
115173,2,2,0,0,0,2,,,,,
115174,0,1,0,0,0,2,,,,,
115175,0,1,0,0,0,2,,,,,
115176,0,2,0,0,0,2,,,,,
115177,0,2,2,2,0,2,,,,,
115178,2,2,2,2,2,2,,,,,
115179,2,2,2,2,2,2,,,,,
115180,2,2,2,2,2,2,,,,,
115181,2,2,2,2,2,2,,,,,
115182,2,2,2,2,2,2,,,,,
115183,2,2,2,0,2,2,,,,,
115184,2,2,2,0,2,2,,,,,
115185,2,2,2,0,2,0,,,,,
115186,2,0,2,2,2,0,,,,,
115187,0,0,0,0,0,0,,,,,
115188,0,0,0,0,0,0,,,,,
115189,2,0,0,2,0,0,,,,,
115190,2,2,2,2,0,2,,,,,
115191,2,2,2,2,0,2,,,,,
115192,2,0,2,2,0,2,,,,,
115193,2,2,2,2,1,2,,,,,
115194,2,2,2,2,2,2,,,,,
115195,2,0,2,2,0,0,,,,,
115196,0,0,0,0,0,0,,,,,
115197,2,0,0,0,0,0,,,,,
115198,2,0,0,0,0,0,,,,,
115199,2,0,0,0,0,0,,,,,
115200,2,1,0,0,0,0,,,,,
115201,2,2,0,0,0,0,,,,,
115202,2,2,2,0,0,0,,,,,
115203,2,2,2,2,2,2,,,,,
115204,2,2,2,2,2,2,,,,,
115205,2,2,2,2,2,2,,,,,
115206,2,2,2,2,2,2,,,,,
115207,2,2,0,0,0,0,,,,,
115208,0,0,0,0,0,0,,,,,
115209,0,0,0,0,0,0,,,,,
115210,0,0,0,0,0,0,,,,,
115211,0,0,0,0,0,0,,,,,
115212,0,0,0,0,0,0,,,,,
115213,0,0,0,0,0,0,,,,,
115214,0,0,0,0,0,0,,,,,
115215,0,0,0,0,0,0,,,,,
115216,2,2,0,0,0,0,,,,,
115217,0,0,0,0,0,0,,,,,
115218,0,0,2,0,0,0,,,,,
115219,2,2,2,0,0,2,,,,,
115220,2,2,2,0,0,0,,,,,
115221,2,2,0,0,0,0,,,,,
115222,0,0,0,0,0,0,,,,,
115223,0,0,0,0,0,0,,,,,
115224,0,0,0,0,0,0,,,,,
115225,0,0,0,0,0,0,,,,,
115226,0,1,0,0,0,0,,,,,
115227,0,0,0,0,0,0,,,,,
115228,0,0,0,0,0,0,,,,,
115229,0,0,0,0,0,0,,,,,
115230,0,0,0,0,0,0,,,,,
115231,0,0,0,0,0,0,,,,,
115232,0,0,0,0,0,0,,,,,
115233,0,0,0,0,0,0,,,,,
115234,0,0,0,0,0,0,,,,,
115235,0,0,0,0,0,0,,,,,
115236,0,0,0,0,0,0,,,,,
115237,0,0,0,0,0,0,,,,,
115238,0,0,0,0,0,0,,,,,
115239,2,1,0,1,0,0,,,,,
115240,2,1,0,1,1,1,,,,,
115241,2,0,0,1,1,1,,,,,
115242,0,0,1,1,1,1,,,,,
115243,0,0,0,0,0,0,,,,,
115244,0,0,0,0,0,0,,,,,
115245,0,0,0,0,0,0,,,,,
115246,0,0,0,0,0,0,,,,,
115247,0,0,0,0,0,0,,,,,
115248,0,0,0,0,0,0,,,,,
115249,0,0,0,0,0,0,,,,,
115250,0,0,0,0,0,0,,,,,
115251,0,0,0,0,0,0,,,,,
115252,2,2,2,0,2,0,,,,,
115253,2,2,2,2,2,2,,,,,
115254,2,2,0,2,2,2,,,,,
115255,2,2,0,2,2,2,,,,,
115256,2,2,2,2,2,2,,,,,
115257,2,2,2,2,2,2,,,,,
115258,2,1,0,2,2,2,,,,,
115259,2,1,0,2,1,1,,,,,
115260,0,1,0,2,0,1,,,,,
115261,0,1,0,1,0,1,,,,,
115262,0,1,0,1,1,1,,,,,
115263,2,1,1,1,1,1,,,,,
115264,0,0,1,1,1,1,,,,,
115265,0,0,1,1,1,1,,,,,
115266,0,0,1,0,0,0,,,,,
115267,0,0,0,0,0,0,,,,,
115268,0,0,0,0,0,0,,,,,
115269,0,0,0,0,0,0,,,,,
115270,0,0,0,0,0,0,,,,,
115271,0,0,0,0,2,0,,,,,
115272,0,0,0,0,2,0,,,,,
115273,0,0,0,0,0,2,,,,,
115274,0,2,0,0,2,2,,,,,
115275,2,2,0,2,2,2,,,,,
115276,2,2,0,2,2,2,,,,,
115277,2,1,2,2,1,2,,,,,
115278,2,1,2,2,1,1,,,,,
115279,2,1,2,1,1,1,,,,,
115280,0,1,0,1,1,1,,,,,
115281,0,0,0,0,0,0,,,,,
115282,0,0,0,0,0,0,,,,,
115283,0,0,0,0,0,0,,,,,
115284,0,0,0,0,0,0,,,,,
115285,0,0,0,0,0,0,,,,,
115286,0,0,0,0,0,0,,,,,
115287,0,0,0,0,0,0,,,,,
115288,0,0,0,0,0,0,,,,,
115289,0,0,0,0,0,0,,,,,
115290,0,0,0,0,0,2,,,,,
115291,0,0,0,0,0,2,,,,,
115292,0,0,0,2,0,2,,,,,
115293,0,0,0,2,0,1,,,,,
115294,0,0,0,2,0,1,,,,,
115295,0,0,1,2,0,1,,,,,
115296,0,0,1,1,0,1,,,,,
115297,0,0,1,1,0,1,,,,,
115298,0,0,1,1,0,2,,,,,
115299,0,0,1,1,0,2,,,,,
115300,0,0,1,1,2,1,,,,,
115301,1,0,1,1,2,1,,,,,
115302,0,0,1,1,2,1,,,,,
115303,0,0,1,0,2,1,,,,,
115304,0,0,1,0,2,1,,,,,
115305,0,0,0,0,2,1,,,,,
115306,2,2,0,2,2,1,,,,,
115307,2,2,2,2,2,1,,,,,
115308,2,2,0,2,2,1,,,,,
115309,2,2,0,2,2,1,,,,,
115310,2,2,0,2,2,1,,,,,
115311,2,2,2,2,2,2,,,,,
115312,2,2,2,2,2,2,,,,,
115313,2,2,2,2,2,2,,,,,
115314,2,2,2,2,2,2,,,,,
115315,2,2,2,2,2,2,,,,,
115316,2,2,2,2,2,2,,,,,
115317,2,2,2,2,2,2,,,,,
115318,2,2,2,2,2,2,,,,,
115319,2,2,2,2,2,2,,,,,
115320,2,2,2,2,2,2,,,,,
115321,2,2,2,0,2,2,,,,,
115322,0,2,2,0,2,2,,,,,
115323,2,2,2,2,2,2,,,,,
115324,2,2,2,0,2,0,,,,,
115325,2,0,2,0,0,0,,,,,
115326,2,0,0,0,0,0,,,,,
115327,2,0,0,0,0,2,,,,,
115328,2,0,0,0,0,2,,,,,
115329,2,0,0,0,0,2,,,,,
115330,2,0,0,0,0,2,,,,,
115331,0,2,0,0,0,2,,,,,
115332,0,0,0,0,0,0,,,,,
115333,0,0,0,2,0,0,,,,,
115334,2,0,0,2,0,0,,,,,
115335,2,1,0,2,0,0,,,,,
115336,0,1,0,2,0,0,,,,,
115337,0,1,1,2,1,0,,,,,
115338,0,1,1,2,1,0,,,,,
115339,0,2,1,0,0,0,,,,,
115340,2,2,2,2,0,0,,,,,
115341,2,2,2,0,2,0,,,,,
115342,0,2,2,0,1,0,,,,,
115343,2,2,2,0,1,0,,,,,
115344,2,2,2,0,1,2,,,,,
115345,2,2,0,1,1,2,,,,,
115346,2,2,0,0,1,2,,,,,
115347,2,2,2,1,1,2,,,,,
115348,2,2,2,1,1,2,,,,,
115349,2,1,2,1,1,2,,,,,
115350,1,1,2,1,1,2,,,,,
115351,1,1,1,1,1,1,,,,,
115352,1,1,1,1,1,1,,,,,
115353,1,1,1,1,1,1,,,,,
115354,1,1,2,1,1,1,,,,,
115355,1,1,2,1,1,1,,,,,
115356,1,1,2,1,1,1,,,,,
115357,0,1,1,1,1,1,,,,,
115358,1,1,2,1,1,1,,,,,
115359,0,1,2,1,2,1,,,,,
115360,0,1,2,1,1,1,,,,,
115361,0,1,2,1,2,1,,,,,
115362,0,1,2,1,1,1,,,,,
115363,0,1,1,1,2,1,,,,,
115364,0,1,1,1,1,1,,,,,
115365,0,1,1,1,1,1,,,,,
115366,1,1,1,1,2,1,,,,,
115367,0,1,1,1,1,1,,,,,
115368,1,1,1,1,1,1,,,,,
115369,1,1,1,1,1,1,,,,,
115370,1,1,1,1,2,1,,,,,
115371,1,1,1,1,1,1,,,,,
115372,1,1,1,1,2,1,,,,,
115373,1,1,1,1,2,1,,,,,
115374,1,1,1,1,2,1,,,,,
115375,1,1,1,1,2,1,,,,,
115376,1,1,1,1,2,1,,,,,
115377,1,1,1,1,2,1,,,,,
115378,0,1,1,1,2,1,,,,,
115379,1,1,1,1,2,1,,,,,
115380,1,1,1,1,1,1,,,,,
115381,0,1,1,1,1,1,,,,,
115382,1,1,1,1,1,1,,,,,
115383,1,1,1,1,1,1,,,,,
115384,1,1,1,1,1,1,,,,,
115385,1,1,1,1,1,1,,,,,
115386,0,1,1,1,1,1,,,,,
115387,0,1,1,1,2,1,,,,,
115388,0,1,1,1,1,1,,,,,
115389,1,1,0,1,1,1,,,,,
115390,0,2,1,1,1,1,,,,,
115391,0,2,0,2,2,2,,,,,
115392,2,2,2,2,2,2,,,,,
115393,2,2,2,2,2,2,,,,,
115394,2,2,2,2,2,2,,,,,
115395,2,2,2,2,2,2,,,,,
115396,2,2,2,2,2,2,,,,,
115397,2,2,2,2,2,2,,,,,
115398,2,2,2,2,2,2,,,,,
115399,2,2,2,2,2,2,,,,,
115400,1,1,2,2,2,2,,,,,
115401,1,1,2,2,2,2,,,,,
115402,2,1,1,2,2,1,,,,,
115403,1,1,1,2,2,1,,,,,
115404,2,1,1,2,2,2,,,,,
115405,2,1,1,2,2,2,,,,,
115406,2,1,1,2,2,2,,,,,
115407,2,1,1,2,2,2,,,,,
115408,2,1,1,2,2,2,,,,,
115409,2,1,1,2,2,2,,,,,
115410,2,0,1,0,2,1,,,,,
115411,0,0,0,0,0,0,,,,,
115412,0,0,0,0,0,0,,,,,
115413,0,0,0,0,0,0,,,,,
115414,0,0,0,0,0,0,,,,,
115415,0,0,0,0,0,0,,,,,
115416,0,0,0,0,0,0,,,,,
115417,0,0,0,0,0,0,,,,,
115418,0,0,0,0,0,0,,,,,
115419,0,0,0,0,0,0,,,,,
115420,0,0,0,0,0,0,,,,,
115421,0,0,0,0,0,0,,,,,
115422,0,0,0,0,0,0,,,,,
115423,0,0,0,0,0,0,,,,,
115424,0,0,0,0,0,0,,,,,
115425,0,0,0,0,0,0,,,,,
115426,0,0,0,0,0,0,,,,,
115427,0,0,0,0,0,0,,,,,
115428,0,0,0,0,0,0,,,,,
115429,0,0,0,0,0,0,,,,,
115430,0,2,0,0,0,2,,,,,
115431,0,0,0,0,0,0,,,,,
115432,0,0,0,0,1,0,,,,,
115433,0,0,0,0,2,0,,,,,
115434,0,0,0,0,2,0,,,,,
115435,0,0,0,0,2,1,,,,,
115436,2,0,0,0,0,0,,,,,
115437,2,0,0,0,0,0,,,,,
115438,2,0,0,0,0,0,,,,,
115439,2,0,2,0,0,0,,,,,
115440,2,0,0,0,0,0,,,,,
115441,2,0,0,0,0,0,,,,,
115442,2,0,0,0,0,0,,,,,
115443,2,0,0,0,0,0,,,,,
115444,2,0,0,0,0,0,,,,,
115445,0,0,0,0,0,0,,,,,
115446,0,0,0,0,0,0,,,,,
115447,0,0,0,0,0,0,,,,,
115448,0,0,2,0,0,0,,,,,
115449,0,0,2,2,0,0,,,,,
115450,0,0,2,2,0,0,,,,,
115451,0,0,2,2,0,0,,,,,
115452,0,0,2,2,2,0,,,,,
115453,0,0,2,2,0,0,,,,,
115454,0,0,0,2,2,0,,,,,
115455,2,0,0,2,2,0,,,,,
115456,2,0,0,2,2,2,,,,,
115457,2,0,0,2,0,2,,,,,
115458,2,0,0,0,0,2,,,,,
115459,0,0,0,0,2,1,,,,,
115460,2,1,0,1,2,1,,,,,
115461,2,1,0,1,2,1,,,,,
115462,2,1,0,1,0,1,,,,,
115463,2,1,0,1,0,1,,,,,
115464,2,1,0,1,0,1,,,,,
115465,2,1,0,1,0,1,,,,,
115466,1,1,0,1,0,1,,,,,
115467,1,1,1,1,1,1,,,,,
115468,1,2,1,1,1,1,,,,,
115469,0,2,1,1,1,1,,,,,
